Notification Date,Region,Client Name,Client Address 1,Client Address 2,Client Address 3,Client City,Client Province,Client Postal Code,Client Contact Name,Client Contact Phone,Jursidiction Code,Application Number,Species Enduse,Product Type,Product Location,Exemption Application Volume,Average Log Volume,Agent Name,Agent Phone,Agent Contact Name,Package Number,Package Volume,Age Class,Average Length,Average Diameter
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055837,FI / Chip and Saw,Harvested Timber,PORT ALBERNI C/O PACIFIC TOWING 250-723-5602,1006.5,0.5,,,,ITF16-138W-014-R,1006.5,S,12,9
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055864,FI / Chip and Saw,Harvested Timber,PORT ALBERNI C/O PACIFIC TOWING 250-723-5602,611,0.3,,,,ITF16-140-007-R,611,S,8.1,9
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055873,FI / Peeler,Harvested Timber,PORT ALBERNI C/O PACIFIC TOWING 250-723-5602,656.8,0.8,,,,ITF16-155-006-R,656.8,S,11.5,12.6
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055926,FI / Gang,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,1125.3,0.7,,,,ITF16-128-030,1125.3,S,9.3,12.5
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055935,FI / Sawlog,Harvested Timber,In transit to Gabriola c/o Jones Marine,248,1.6,,,,ITB16-129-009,248,S,8.5,21.1
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055944,FI / Sawlog,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,36.1,2.4,,,,ITB16-103-004,36.1,S,12,22.5
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056060,BA / HE / Gang,Harvested Timber,On Deck at Island Terminals,753.2,0.5,,,,ITN16-228W-001,753.2,S,11.5,9.2
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055953,BA / HE / Gang,Harvested Timber,"In trans to Gabriola via Gowlland, then c/o Jones Marine",47.5,0.6,,,,ITS16-268-008,47.5,O,7.8,12.8
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055971,BA / HE / Gang,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,1252.7,0.7,,,,ITF16-228-024,1252.7,O,9.4,12.5
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055980,FI / Sawlog,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,550.6,2.8,,,,ITF16-131-001,550.6,S,11.9,24.2
2016-10-12,South Coast Natural Resource Region,CANADIAN OVERSEAS LOG & LUMBER LTD.,SUITE 1101 -  409 GRANVILLE ST,,,VANCOUVER,BC,V6C2S6,Roxanne Kotobi,6046820425,P,173992,BA / HE / Sawlog,Harvested Timber,Watts Point In transit c/o Blackmount 604-892-7841,858.2,0.4,,,,BMW 16-337,858.2,S,11.6,8.6
2016-10-12,West Coast Natural Resource Region,CANADIAN OVERSEAS LOG & LUMBER LTD.,SUITE 1101 -  409 GRANVILLE ST,,,VANCOUVER,BC,V6C2S6,Roxanne Kotobi,6046820425,P,173993,BA / HE / Sawlog,Harvested Timber,Eve River/ In transit c/o Gowlland towing 250-286-3034,852.9,1.7,,,,CER 16-130,852.9,O,10.9,19.1
2016-10-12,West Coast Natural Resource Region,CANADIAN OVERSEAS LOG & LUMBER LTD.,SUITE 1101 -  409 GRANVILLE ST,,,VANCOUVER,BC,V6C2S6,Roxanne Kotobi,6046820425,P,173994,HE / Sawlog,Harvested Timber,Eve River/ In transit c/o Gowlland towing 250-286-3034,531.2,3.3,,,,CER 16-131,531.2,O,7.8,33.9
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173951,HE / Gang,Harvested Timber,Heydon Bay,658.8,0.8,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-11,658.8,S,11.3,12.3
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173952,BA / HE / Chip and Saw,Harvested Timber,Heydon Bay,941.9,0.3,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-12,941.9,S,8.8,7.9
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173953,BA / HE / Sawlog,Harvested Timber,Heydon Bay,594,1.6,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-13,594,S,11.7,18.3
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173954,BA / HE / Sawlog,Harvested Timber,Heydon Bay,993.3,1.4,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-14A,993.3,S,10.4,18.4
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173955,BA / HE / Sawlog,Harvested Timber,Heydon Bay,243,3,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-14B,243,S,10.7,27.2
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173956,BA / HE / Chip and Saw,Harvested Timber,Heydon Bay,597.7,0.4,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-15,597.7,S,11.3,8.6
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173970,BA / HE / Sawlog,Harvested Timber,FRASER RIVER C/O GOWLLAND,900.3,1.4,,,,ERP-16-232-141,900.3,O,10,19.4
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173971,BA / HE / Sawlog,Harvested Timber,ALBERNI INLET C/O TIMBEROSE,941.4,1.6,,,,KPE16-232-001,941.4,O,10,19.9
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173973,HE / Gang,Harvested Timber,FRASER RIVER C/O ACTIVE,821.5,0.6,,,,PLTC6-251-193,821.5,S,11,12
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173974,HE / Gang,Harvested Timber,FRASER RIVER C/O ACTIVE,923.2,0.7,,,,PLTC6-251-196,923.2,S,11,12.3
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173975,HE / Chip and Saw,Harvested Timber,FRASER RIVER C/O ACTIVE,760.1,0.3,,,,PLTC6-292-195,760.1,S,10,7.7
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173976,BA / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,61.2,1.2,,,,PLTC6-332-189,61.2,S,10,17.4
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173977,BA / Gang,Harvested Timber,FRASER RIVER C/O ACTIVE,50.2,0.6,,,,PLTC6-351-196,50.2,S,10,11.9
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173978,BA / Gang,Harvested Timber,FRASER RIVER C/O ACTIVE,77.6,0.7,,,,PLTC6-351-193,77.6,S,11,12
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173979,BA / Chip and Saw,Harvested Timber,FRASER RIVER C/O ACTIVE,53.3,0.3,,,,PLTC6-392-195,53.3,S,9,7.8
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173980,SP / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,2.2,2.2,,,,PLTC6-632-189,2.2,S,13,20
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173981,HE / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,836.6,1.2,,,,PLTC6-232-189,836.6,S,9,17.9
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173982,SP / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,0.9,0.9,,,,PLTC6-651-193,0.9,S,12,13
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173983,BA / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,37.9,1.5,,,,PLTC6-343-200,37.9,S,11,18.2
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173984,SP / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,4.2,1.4,,,,PLTC6-632-198,4.2,S,10,18
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173985,BA / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,54.7,1.2,,,,PLTC6-332-198,54.7,S,10,17.8
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173986,HE / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,889.4,1.2,,,,PLTC6-232-198,889.4,S,9,18.2
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173987,HE / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,1140.1,1.6,,,,PLTC6-242-199,1140.1,S,11,18.8
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173988,HE / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,634.2,3,,,,PLTC6-212-202,634.2,S,11,27.4
2016-10-12,West Coast Natural Resource Region,PROBYN LOG LTD.,SUITE 350-601 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3C1,Della Lowe,6045268545,P,173989,HE / Sawlog,Harvested Timber,FRASER RIVER C/O ACTIVE,890.3,1.5,,,,PLTC6-243-200,890.3,S,11,18.3
2016-10-12,West Coast Natural Resource Region,CRIBCO FOREST PRODUCTS LIMITED PARTNERSHIP,1400 WEIWAIKUM  ROAD,,,CAMPBELL RIVER,BC,V9W5W8,CRIBCO FOREST PRODUCTS LTD.,2502866949,P,173682,BA / HE / Sawlog,Harvested Timber,Blind Bay C/O Thunder Bay Tugs,1173.7,1.4,0967625 B.C. LTD.,6048130779,Log Sales,CRIB-16-09A,1173.7,S,10.2,18.2
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8055999,FI / Chip and Saw,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,128,0.3,,,,ITB16-140-023,128,S,8.1,9
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056006,FI / Chip and Saw,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,204.7,0.5,,,,ITB16-138W-019,204.7,S,12.1,9.3
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056015,FI / Sawlog,Harvested Timber,"transto Fraser River via Gowlland, then c/o Hodder",158.5,1.6,,,,ITS16-145-005,158.5,O,10.1,19.1
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056024,FI / Gang,Harvested Timber,"transto Fraser River via Gowlland, then c/o Hodder",112,0.9,,,,ITS16-128-005,112,S,9.9,13.3
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056033,BA / HE / Sawlog,Harvested Timber,"In trans to Gabriola via Gowlland, then c/o Jones Marine",165.2,1.8,,,,ITS16-229-020,165.2,O,11.1,19.1
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056042,BA / HE / Gang,Harvested Timber,"In trans to Gabriola via Gowlland, then c/o Jones Marine",239.8,0.8,,,,ITS16-228-020,239.8,O,9.6,12.9
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056051,BA / HE / Sawlog,Harvested Timber,On Deck at Island Terminals,1168.1,1.5,,,,ITN16-229-015,1168.1,O,10.1,18.8
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056177,BA / HE / Chip and Saw,Harvested Timber,Gabriola,292.5,0.4,,,,ITC16-258-011,292.5,S,11.3,7.7
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056186,HE / Gang,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,243.7,0.7,,,,ITC16-207-001,243.7,S,11.4,11.7
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056444,FI / Peeler,Harvested Timber,FRASER RIVER,686.3,0.5,,,,ORO-16-1487,686.3,S,8.7,11.8
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056453,FI / Gang,Harvested Timber,ROCKY POINT,810,0.8,,,,LSM-16-1653,810,S,10.9,12.6
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056079,BA / HE / Gang,Harvested Timber,On Deck at Island Terminals,2470.5,0.7,,,,ITN16-228-015,2470.5,O,10,12
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056088,FI / Sawlog,Harvested Timber,"In trans to Gabriola via Gowlland, then c/o Jones Marine",40,1.5,,,,ITS16-129-004,40,S,8.8,20.1
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056097,CY / Gang,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,227.8,1.1,,,,ITB16-528-004,227.8,O,10.9,14.4
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056104,BA / Sawlog,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,285.9,3.5,,,,ITB16-322-007,285.9,O,11.1,28.8
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056113,FI / Chip and Saw,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,153.1,0.5,,,,ITB16-138-023,153.1,S,12.1,8.9
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056122,FI / Peeler,Harvested Timber,In transit to Gabriola c/o Jones Marine,27.6,0.9,,,,ITB16-107-020,27.6,S,12.1,13.4
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056131,FI / Sawlog,Harvested Timber,In transit to Gabriola c/o Jones Marine,131.3,1.8,,,,ITB16-104-019,131.3,S,11.8,19.3
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056140,BA / HE / Gang,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,812,0.8,,,,ITF16-268-008,812,O,9.5,13.3
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056159,FI / Peeler,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,267,0.8,,,,ITF16-155-013,267,S,11.5,12.7
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8056168,BA / Gang,Harvested Timber,In trans toFraserRiver via JonesMarinethen c/o Hodder,200.5,0.7,,,,ITC16-309-003,200.5,S,11.4,12
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056569,FI / Sawlog,Harvested Timber,ROCKY POINT,26.5,3.8,,,,GWL-16-1290A,26.5,S,12.2,28.7
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056578,FI / Sawlog,Harvested Timber,FRASER RIVER,514.7,2.1,,,,TWU-16-1092A,514.7,S,12.2,20.4
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056587,FI / Peeler,Harvested Timber,FRASER RIVER,624.8,0.9,,,,ORO-16-1490,624.8,S,12.7,12.5
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056462,FI / Gang,Harvested Timber,ROCKY POINT,1613.1,0.8,,,,SHO-16-1563A,1613.1,S,11.2,12.6
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056471,FI / Sawlog,Harvested Timber,ROCKY POINT,601.2,1.6,,,,LSM-16-1649,601.2,S,12.3,18
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056480,FI / Sawlog,Harvested Timber,ROCKY POINT,1267.6,1.5,,,,SHO-16-1566A,1267.6,S,11.9,17.7
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056499,FI / Sawlog,Harvested Timber,ROCKY POINT,58.7,1.5,,,,GWL-16-1289A,58.7,S,12.2,17.6
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056505,CE / Chip and Saw,Harvested Timber,ROCKY POINT,373.4,0.3,,,,LSM-16-2645,373.4,S,8.3,7.7
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056514,HE / Sawlog,Harvested Timber,ROCKY POINT,232.3,1.4,,,,SHO-16-3552A,232.3,S,11,17.9
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056523,BA / HE / Gang,Harvested Timber,ROCKY POINT,1011.5,0.7,,,,ORO-16-3488,1011.5,S,10.3,12.3
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056532,FI / Chip and Saw,Harvested Timber,ROCKY POINT,339.9,0.3,,,,LSM-16-1648A,339.9,S,9.3,8
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056541,FI / Chip and Saw,Harvested Timber,ROCKY POINT,931.9,0.4,,,,LSM-16-1655,931.9,S,12.2,8.6
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056550,FI / Sawlog,Harvested Timber,ROCKY POINT,876.6,1.8,,,,LSM-16-1656,876.6,S,12.2,18.9
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056596,FI / Peeler,Harvested Timber,FRASER RIVER,448.5,0.8,,,,ORO-16-1486,448.5,S,12.2,12.6
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056603,FI / Peeler,Harvested Timber,ROCKY POINT,669.8,0.5,,,,LSM-16-1646,669.8,S,8.7,12.3
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056621,CE / Gang,Harvested Timber,ROCKY POINT,444.7,0.9,,,,LSM-16-2644,444.7,S,10.1,13.1
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056630,BA / HE / Chip and Saw,Harvested Timber,ROCKY POINT,939,0.3,,,,LSM-16-3650,939,S,9.4,6.9
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056649,BA / Sawlog,Harvested Timber,ROCKY POINT,26.2,1.4,,,,SHO-16-4541A,26.2,S,10.6,18
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056658,HE / Chip and Saw,Harvested Timber,ROCKY POINT,102.2,0.4,,,,SHO-16-3548A,102.2,S,9.3,9
2016-10-12,West Coast Natural Resource Region,TIMBERWEST FOREST COMPANY,9370 SOUTH SHORE ROAD,PO BOX 375,,MESACHIE LAKE,BC,V0R2N0,MEL MCMINN,,F,8056667,FI / Chip and Saw,Harvested Timber,ROCKY POINT,56.4,0.2,,,,SHO-16-1550A,56.4,S,7.8,7.4
2016-10-12,West Coast Natural Resource Region,ISLAND TIMBERLANDS GP LTD.,65 FRONT STREET,4TH FLOOR,,NANAIMO,BC,V9R5H9,Laura Tanaka,2507553515,F,8057407,HE / Sawlog,Harvested Timber,Port Alberni c/o Pacific Towing 250-723-5602,197.1,3.3,,,,ITF16-263-004,197.1,O,7.5,35.6
